Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status,Repay_Status_sum,Previous_Payment_Prior_sum,Statement_sum
6900,2,1,2,27,-1,717,140,-1,115,717,-1,0,115,-1,38,0,-1,0,38,-1,43,0,0,-6,913,1010
9600,2,2,2,35,0,360,9098,0,400,9309,0,320,8937,0,360,9054,0,760,8940,0,360,9543,0,0,2560,54881
2700,2,2,2,21,0,120,1984,0,108,2072,0,120,2122,0,120,2206,0,120,2284,0,188,2366,0,0,776,13034
10300,1,2,2,29,-1,13,13,-1,13,13,-1,13,13,-1,19,13,-1,13,19,-1,13,13,0,-6,84,84
12400,2,2,2,24,0,353,1144,0,63,881,0,40,584,0,124,605,0,80,722,0,40,664,0,0,700,4600
7900,2,1,2,32,-1,0,28,-1,36,0,-1,573,36,-1,281,565,0,480,723,0,642,972,0,-4,2012,2324
14300,1,1,1,44,-1,195,669,-1,0,194,-1,0,-1,-2,131,-1,-1,138,131,-1,0,138,0,-7,464,1130
2700,2,1,2,24,0,101,2716,0,95,2728,0,102,2760,0,120,2806,0,75,2864,0,51,2642,0,0,544,16516
8800,1,1,1,49,3,0,100,2,0,100,2,0,0,-2,0,0,-2,0,0,-2,0,0,1,1,0,200
5200,1,2,1,31,-1,50,50,-1,50,50,-1,56,50,-1,37,56,-1,0,37,2,31,16,0,-3,224,259
1900,1,2,2,44,0,92,1988,0,59,1987,0,868,1145,0,120,1525,0,600,1085,0,732,1200,0,0,2471,8930
2100,1,2,2,26,0,72,1887,0,70,1928,0,67,1910,0,68,1907,0,76,1868,0,160,1912,0,0,513,11412
8000,2,1,2,34,0,360,7852,0,358,7831,0,324,7808,0,200,7281,0,200,5596,0,200,5429,0,0,1642,41797
7900,2,2,1,28,0,172,3953,0,140,3825,0,200,3797,0,200,3862,0,40,2636,0,0,61,0,0,752,18134
1100,2,2,1,58,0,68,771,0,105,815,0,228,866,0,40,1016,0,134,977,0,0,1056,0,0,575,5501
1100,1,2,2,26,2,240,758,2,0,984,4,0,957,3,0,930,2,72,895,2,0,936,1,15,312,5460
11300,2,1,1,46,0,307,9425,0,260,7880,0,222,7952,0,201,7497,0,203,7094,0,214,7220,0,0,1407,47068
11600,2,3,1,51,0,862,2116,0,0,0,-2,1791,0,-1,0,1791,0,222,1048,-1,257,111,0,-4,3132,5066
9600,2,3,1,40,1,0,-2,-2,144,-2,-1,54,142,-1,43,54,-1,70,43,-1,0,70,0,-5,311,305
5500,2,2,2,27,2,240,5504,0,128,5622,0,130,4440,-1,3577,130,-1,129,3577,0,120,3645,0,0,4324,22918
14400,2,2,1,49,-1,59,766,-1,57,59,-1,750,57,-1,26,748,-1,31,26,-1,62,31,0,-6,985,1687
4900,1,3,2,50,-1,0,16,-1,31,0,-1,0,31,-1,0,0,-2,0,0,-2,0,0,1,-8,31,47
4700,2,2,2,28,-1,129,6,-1,120,129,-1,79,120,-1,75,79,-1,62,75,-1,76,62,0,-6,541,471
2000,2,1,2,26,0,69,1640,0,56,1681,0,52,1708,0,51,1745,0,52,1780,0,180,1817,0,0,460,10371
4800,1,1,2,34,1,0,0,-2,0,0,-2,24,0,-1,0,24,-1,0,0,-2,0,0,0,-7,24,24
5500,1,3,1,46,2,0,3147,2,200,3074,2,200,3222,2,0,3346,2,400,3287,2,0,3633,1,12,800,19709
6500,2,1,1,30,-1,130,128,-1,137,128,-1,110,137,-1,110,110,-1,209,110,-1,93,209,0,-6,789,822
7200,2,2,2,27,-1,64,200,-1,108,64,-1,480,108,-1,0,480,-1,80,0,-1,0,80,0,-6,732,932
9600,2,2,1,36,0,120,2635,0,122,2655,0,122,2698,0,120,2738,0,120,2777,0,140,2834,0,0,744,16337
9600,1,2,1,35,-2,303,609,-1,5013,302,0,134,5100,0,111,4113,0,113,3995,0,112,3976,0,-3,5786,18095
14100,1,2,2,33,-2,58,87,-2,97,58,-2,183,97,-2,224,183,-2,117,224,-2,52,117,0,-12,731,766
6000,1,3,2,31,0,202,6008,0,161,5034,0,60,4211,0,28,2058,0,40,1412,0,0,1193,0,0,491,19916
14400,1,2,1,32,2,0,100,2,0,100,2,0,100,2,0,100,2,0,0,-2,0,0,1,8,0,400
400,1,3,2,26,1,20,221,3,20,232,2,0,242,3,0,232,2,16,223,0,15,235,1,11,71,1385
18900,1,2,2,33,0,120,3153,0,140,3222,0,160,3309,0,160,3413,0,160,3518,0,168,3619,0,0,908,20234
4700,2,2,1,38,-1,291,164,-1,33,291,-1,33,33,-1,115,33,-1,39,115,-1,33,39,0,-6,544,675
500,1,2,2,53,0,132,207,0,12,329,2,0,330,2,12,319,0,80,325,0,0,400,0,4,236,1910
5100,2,2,1,39,0,216,5105,0,124,5125,0,124,3537,0,128,3609,0,120,3686,0,124,3420,0,0,836,24482
2000,2,2,1,45,2,144,1063,2,0,1189,2,60,1143,0,40,1064,0,48,1056,0,48,1087,1,6,340,6602
6500,2,3,1,45,2,0,60,2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-4,0,60
6900,1,1,2,32,-1,0,40,2,0,40,2,20,0,-1,29,20,-1,16,29,-1,17,16,0,0,82,145
1900,2,3,1,40,0,352,1773,0,60,1037,0,80,762,0,40,752,0,80,724,0,80,610,0,0,692,5658
8900,2,3,2,38,0,276,8384,0,206,6421,0,210,5677,0,211,5792,0,219,5907,0,220,6031,0,0,1342,38212
19900,2,2,1,35,0,400,2858,0,404,3163,0,400,2943,0,1600,3179,0,400,4630,0,400,6733,0,0,3604,23506
7300,2,2,1,50,-1,134,35,-1,118,134,-1,255,118,-1,74,246,-1,45,74,-2,90,45,0,-7,716,652
4900,2,2,2,29,1,0,4158,2,180,3890,0,208,3971,0,160,4077,0,200,4110,0,288,4237,0,3,1036,24443
4300,1,2,2,30,0,118,2586,0,121,2637,0,123,2692,0,106,2746,0,109,2782,0,110,2840,0,0,687,16283
9600,2,2,1,43,0,120,859,0,120,620,0,115,712,0,12,573,0,80,444,0,80,303,0,0,527,3511
3100,1,3,1,48,0,135,3137,0,68,3204,0,28,2984,0,1780,1388,-1,58,1618,0,55,1590,1,-1,2124,13921
2000,2,2,2,21,1,0,2072,2,67,2020,0,62,1237,0,220,560,0,16,764,0,0,780,0,3,365,7433
9500,1,1,2,35,-1,1120,841,-1,368,1103,-1,278,367,-1,325,274,-1,402,324,-1,1120,362,0,-6,3613,3271
19200,1,1,1,47,-1,0,427,-1,18,0,-1,6010,18,-1,117,6008,0,982,5736,0,4,6310,0,-4,7131,18499
6300,2,2,1,33,0,92,1711,0,92,1711,0,30,1673,-1,223,30,-1,223,223,0,552,423,1,-2,1212,5771
10400,2,2,2,30,-1,120,3034,0,80,2780,0,121,2684,0,200,1123,0,88,511,0,40,168,0,-1,649,10300
3700,1,2,1,40,0,110,1817,0,88,1854,0,45,1805,0,45,1826,0,46,1847,0,45,1869,0,0,379,11018
8000,1,1,2,32,-2,305,218,-2,591,305,-2,79,591,-2,380,79,-2,1626,380,-2,24,1626,0,-12,3005,3199
2800,1,2,1,31,0,88,2311,0,88,2361,0,244,2411,0,0,2614,2,200,2548,2,112,2707,0,4,732,14952
2100,1,2,3,42,0,68,2058,0,67,2090,0,66,1636,0,58,3252,0,58,1659,0,59,1602,1,0,376,12297
3200,2,2,1,30,0,147,3114,0,181,3043,0,132,3136,0,2018,2217,0,72,2029,0,84,2018,1,0,2634,15557
1200,1,2,1,36,0,72,738,0,60,797,2,60,832,0,60,866,0,60,906,0,60,951,1,2,372,5090
6400,1,1,1,38,-2,1,166,-2,0,0,-2,0,0,-2,117,0,-2,0,117,-2,486,0,0,-12,604,283
2100,1,3,2,28,0,78,1987,0,83,1817,0,52,1505,0,40,1281,0,37,1125,0,34,954,0,0,324,8669
1900,2,1,2,23,0,206,1472,0,200,1325,0,41,1187,0,0,895,0,120,508,0,0,165,0,0,567,5552
9600,2,1,1,37,0,430,6307,0,417,6630,0,417,6937,0,274,7078,0,287,7074,0,256,7087,0,0,2081,41113
2100,1,2,2,22,0,59,471,0,64,521,0,80,448,0,0,508,2,14,431,0,20,401,0,2,237,2780
22000,2,2,2,38,0,440,13469,0,420,11069,0,521,10437,0,380,10717,0,245,8710,0,248,6690,0,0,2254,61092
7500,1,1,2,27,2,540,4574,2,0,4978,2,220,4844,0,400,4925,0,208,5245,2,200,5365,1,8,1568,29931
10400,2,2,1,37,0,340,8024,0,280,8247,0,300,8344,0,300,8521,0,304,8597,0,280,8760,1,0,1804,50493
3300,1,2,2,37,1,0,0,-2,0,0,-2,799,0,-1,7,799,-1,0,7,-1,0,0,1,-6,806,806
2800,2,3,2,26,0,180,2746,0,111,2745,0,1000,2448,0,0,2004,2,120,1968,0,240,2021,0,2,1651,13932
1100,2,3,2,44,1,0,129,2,0,120,2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-1,0,249
9600,1,2,2,46,0,368,10488,0,480,10319,0,228,10270,0,128,9855,0,48,5087,0,40,1345,1,0,1292,47364
9500,2,1,2,36,-2,130,230,-2,987,116,-2,141,987,-2,180,90,-2,474,180,-2,480,474,0,-12,2392,2077
3100,2,2,2,23,0,80,1472,0,80,1528,0,75,1583,0,71,1631,0,42,1624,0,0,826,0,0,348,8664
2000,1,1,2,22,0,80,747,0,80,622,0,60,686,0,20,336,0,40,266,0,80,301,0,0,360,2958
11600,2,2,2,37,0,130,4428,0,200,4343,0,188,2826,0,0,2840,2,80,2618,0,99,2537,0,2,697,19592
10000,1,2,2,25,0,81,1392,0,80,1033,0,40,978,0,41,820,0,80,752,0,400,707,0,0,722,5682
6900,2,1,1,43,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-12,0,0
1200,1,2,1,29,4,0,434,4,0,421,3,0,409,2,68,396,2,0,458,3,0,439,1,18,68,2557
900,1,2,2,27,0,61,718,0,197,684,0,0,565,2,11,491,0,40,431,0,600,205,0,2,909,3094
2400,1,1,2,30,0,240,1852,0,0,2049,2,80,2004,0,120,2039,0,92,2120,0,80,2171,0,2,612,12235
9700,2,1,1,43,-1,0,84,2,704,55,-1,85,704,-1,0,56,0,28,28,-1,160,28,0,-2,977,955
9000,2,3,1,23,2,4755,8075,5,518,524,9,659,842,1,1539,8679,1,4685,8608,0,5854,6629,1,18,18010,33357
1100,2,2,2,26,-2,49,0,-2,1259,49,-1,58,1091,0,40,1115,0,44,1137,0,60,1164,0,-5,1510,4556
11700,1,2,1,48,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,0,0
6800,2,2,2,32,2,54,21,-1,271,53,-1,80,271,0,4,137,0,40,118,0,41,141,0,0,490,741
1900,2,2,2,22,0,88,1944,0,76,1913,0,60,1941,0,56,1566,0,68,1533,0,80,1510,1,0,428,10407
14000,2,3,1,32,0,4000,5789,0,2505,8563,0,3989,4104,-1,4285,3989,-1,0,4285,-1,0,0,0,-3,14779,26730
9600,2,1,2,36,1,0,-1,-2,83,-1,-1,0,82,-1,12,0,-1,81,12,-1,9,80,0,-5,185,172
7300,1,1,1,46,2,400,4258,2,0,4549,2,400,3933,0,120,3782,0,200,3697,0,160,2521,0,6,1280,22740
500,1,3,2,43,1,0,324,2,103,254,2,0,345,2,40,235,0,40,177,0,14,208,1,7,197,1543
4300,1,1,2,36,3,0,18,2,0,18,2,0,18,3,0,18,3,0,18,2,12,12,1,15,12,102
2000,1,2,2,25,2,78,1885,0,78,1865,0,59,1868,0,42,1242,0,37,1227,0,31,1209,0,2,325,9296
2400,2,2,1,39,2,100,1684,2,84,1744,2,72,1788,2,72,1819,2,72,1849,2,80,1885,1,12,480,10769
2100,2,2,1,24,0,44,209,0,45,249,0,48,290,0,40,333,0,40,367,0,40,401,1,0,257,1849
2900,1,2,1,43,1,80,1391,2,60,1437,2,0,1461,2,60,1426,0,60,1457,0,120,1487,0,7,380,8659
3500,2,1,2,27,0,119,2482,0,87,2505,0,67,2320,0,75,2061,0,64,2099,0,53,1939,0,0,465,13406
9100,1,1,2,45,0,80,1038,0,80,1089,0,80,1139,0,100,1188,0,100,1256,0,120,1329,0,0,560,7039
1100,2,3,2,52,0,40,1026,0,153,1021,-1,0,149,-1,0,0,-2,901,0,-1,0,901,0,-5,1094,3097
300,1,2,1,48,2,0,96,2,0,96,7,0,96,7,0,96,7,0,96,7,0,96,1,32,0,576
3200,2,2,2,34,0,79,1623,0,164,1675,0,0,3534,2,64,1747,0,144,1782,0,0,1897,0,2,451,12258
800,2,3,1,41,-1,0,31,-1,29,0,-1,12,29,0,40,26,0,20,50,0,40,26,1,-3,141,162
3600,2,2,2,27,2,100,1927,0,100,1983,0,148,1910,0,0,1887,2,88,1851,0,72,1901,1,4,508,11459
14900,2,2,1,45,0,400,6205,0,400,6501,0,400,6736,0,4560,13546,0,400,8872,2,0,8892,0,2,6160,50752
3200,2,2,2,26,0,120,3237,0,148,3091,0,160,3173,0,120,3239,0,132,3166,0,122,3161,0,0,802,19067
400,1,3,2,38,0,48,259,0,58,296,0,32,337,0,0,363,2,13,351,0,36,358,1,2,187,1964
16000,1,1,2,44,0,371,439,-1,291,371,0,0,543,0,17,291,-1,432,17,-1,848,432,0,-3,1959,2093
5200,2,1,1,34,-1,3365,55,-1,1776,3365,-1,1092,1776,-1,32,1085,-1,1121,32,-1,0,1121,0,-6,7386,7434
1900,1,2,2,33,-1,572,40,-1,713,572,-1,152,713,-1,90,152,-1,500,90,-1,0,490,0,-6,2027,2057
2100,1,2,1,37,0,80,888,0,80,820,0,120,886,0,108,991,0,140,1070,0,40,1185,0,0,568,5840
12900,2,1,1,52,-1,85,35,-1,459,85,-1,0,459,-1,0,0,-2,0,0,-2,10,0,0,-8,554,579
1300,2,2,2,24,0,80,1138,0,56,1046,0,0,1068,0,20,1014,0,0,704,0,62,-31,0,0,218,4939
4700,1,3,1,34,1,240,4433,2,180,4543,2,176,4589,2,160,4629,2,200,4709,2,188,4824,0,11,1144,27727
2000,1,2,2,31,0,63,656,0,65,695,0,62,701,0,30,739,0,31,715,0,36,729,0,0,287,4235
5700,2,2,1,40,0,120,4208,0,240,3613,0,160,2980,0,160,2955,0,160,3047,0,120,3136,0,0,960,19939
2000,2,2,2,24,0,0,165,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-8,0,165
2100,1,3,1,41,2,140,1047,2,0,1170,2,44,1138,0,44,1155,0,80,1106,0,40,979,0,6,348,6595
4500,2,2,1,41,2,0,4404,2,208,4266,0,308,4176,0,0,4348,2,312,4254,2,0,4463,1,8,828,25911
6000,2,2,1,53,-1,213,93,-1,20,213,-1,385,20,-1,153,385,-1,71,153,-1,41,71,0,-6,883,935
7900,2,3,2,47,-2,113,557,-2,236,113,-2,91,236,-2,467,91,-2,0,467,-2,0,0,0,-12,907,1464
3700,1,3,2,36,0,184,2960,0,172,3071,0,108,3144,0,60,1568,0,56,1602,0,80,1630,0,0,660,13975
6400,2,2,2,24,-1,34,9,-1,14,0,-1,0,14,0,2,14,-1,36,2,-1,0,24,0,-5,86,63
9700,2,2,2,28,-2,0,176,-2,45,0,-1,0,45,2,40,45,0,20,79,0,40,82,1,-3,145,427
9300,2,2,1,25,0,72,1038,0,60,1080,0,60,1033,0,40,1036,0,80,1054,0,80,1116,0,0,392,6357
700,2,3,1,45,-2,16,33,-2,16,16,-2,16,16,-2,59,16,-1,142,59,-1,600,142,0,-10,849,282
8100,2,2,2,37,0,252,4176,0,184,4358,0,276,4374,0,1,4552,2,95,3021,0,383,2666,0,2,1191,23147
15900,2,2,2,28,-1,141,801,-1,270,140,-1,57,269,0,361,241,-1,591,359,-1,1029,588,0,-5,2449,2398
8000,2,3,1,48,-2,234,4766,-2,148,234,-2,1487,147,-2,1895,1480,-2,52,1895,-2,1865,52,0,-12,5681,8574
19600,1,3,1,26,0,162,4326,0,160,4308,0,153,4344,0,164,4376,0,158,4420,0,160,4446,0,0,957,26220
13200,2,3,1,53,0,272,11481,0,4097,7643,0,164,11618,0,197,7685,0,126,7874,0,7361,-126,0,0,12217,46175
20100,1,1,1,45,-1,382,55,-1,2053,380,-1,487,2053,-1,499,486,-1,475,499,-1,902,475,0,-6,4798,3948
4900,2,1,2,29,0,138,3039,0,251,3129,0,0,3303,2,116,3131,0,117,3197,0,248,3261,1,2,870,19060
8000,2,2,2,26,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-12,0,0
14400,1,2,3,31,-2,13,424,-2,2267,-13,-2,441,2253,-2,284,438,-2,0,282,-2,0,0,0,-12,3005,3384
19900,1,1,2,28,0,1201,10115,0,10865,8985,0,1235,19455,0,2402,24673,0,2022,10024,0,4022,11849,0,0,21747,85101
2100,2,2,1,36,2,80,1920,0,76,1962,0,89,1598,0,40,1610,0,5,802,0,5,143,1,2,295,8035
1300,1,1,2,32,1,0,880,2,100,854,2,0,940,2,36,913,0,40,934,0,48,959,1,7,224,5480
4000,1,3,2,35,0,160,805,0,80,773,0,160,654,0,124,406,0,206,324,0,165,406,0,0,895,3368
16800,1,1,1,39,-1,0,164,-1,256,-6,-1,1,250,2,0,241,2,0,0,-2,0,0,0,-1,257,649
3100,1,2,2,27,-2,0,119,-2,0,0,-2,0,0,-2,664,0,-2,0,663,-2,0,0,0,-12,664,782
2900,2,2,1,26,2,160,1258,2,40,1385,2,80,1390,2,0,1436,2,60,1407,0,120,1438,1,10,460,8314
19900,1,3,2,52,-1,23,94,-1,14,23,-1,39,14,-1,38,39,-1,7,38,-1,12,7,0,-6,133,215
6500,2,3,1,37,2,240,4533,2,220,4645,2,0,4739,2,148,4605,0,128,4475,0,136,4097,1,8,872,27094
1700,1,1,1,56,0,109,3493,0,148,3557,0,114,3695,0,302,3763,0,0,4054,2,0,826,0,2,673,19388
1300,1,2,2,23,0,108,301,0,0,388,2,40,360,0,28,373,0,0,380,2,31,348,1,4,207,2150
9300,1,1,2,27,-2,160,186,-2,90,159,-2,0,89,-2,0,0,-2,0,0,-2,11,0,0,-12,261,434
5900,1,1,2,41,0,232,6087,0,210,5955,0,208,5839,0,208,5592,0,260,5710,0,288,5875,0,0,1406,35058
20400,2,2,2,46,0,361,4545,0,320,3870,0,800,2909,0,962,2590,0,952,962,-1,900,952,0,-1,4295,15828
2000,2,2,1,33,2,104,1058,2,80,1132,2,0,1181,2,80,1150,2,60,1211,2,60,1245,1,12,384,6977
2400,1,2,2,39,2,120,2328,0,124,2385,0,56,2415,0,25,2277,0,40,722,0,27,735,1,2,392,10862
3500,2,2,1,35,0,117,3287,0,143,3082,0,95,3064,0,83,2516,0,84,2333,0,79,2380,0,0,601,16662
14300,2,1,2,48,-1,471,461,-1,0,470,-1,114,0,-1,69,114,-1,0,69,-1,446,0,0,-6,1100,1114
17600,2,1,2,35,0,227,6571,0,232,6424,0,143,6006,0,118,5567,0,480,4945,0,41,1927,0,0,1241,31440
6500,1,3,1,39,-1,66,271,-1,124,66,-1,167,124,-1,0,167,0,8,99,-1,220,8,0,-5,585,735
7900,1,2,2,33,-2,2,22,-2,275,-2,-1,40,273,0,353,310,-1,525,353,-1,487,525,0,-7,1682,1481
8700,1,1,1,48,0,128,3409,0,117,2779,0,97,2786,0,92,2730,0,95,2447,0,91,2439,0,0,620,16590
10500,1,3,1,37,-1,297,6178,0,112,6152,0,111,3086,0,118,2946,0,136,2811,0,200,2684,0,-1,974,23857
2800,1,2,1,29,0,120,2742,0,120,2586,0,80,2658,0,100,1880,0,80,1741,0,80,1792,0,0,580,13399
1900,1,2,1,45,2,64,420,0,64,477,0,52,520,0,40,552,0,28,582,0,24,601,1,2,272,3152
2500,2,1,2,33,2,10,20,-1,33,10,-1,0,33,0,10,27,-1,40,10,-1,9,40,0,-2,102,140
20000,1,1,2,44,0,200,5653,0,201,5742,0,200,5859,0,200,5566,0,200,5693,0,200,5816,0,0,1201,34329
4800,2,1,2,29,1,47,0,-1,0,31,2,0,16,2,30,0,-1,0,30,-1,0,-1,0,2,77,76
6800,1,1,2,22,0,272,6795,0,185,6874,0,140,6337,0,364,3868,0,0,4062,2,140,3915,0,2,1101,31851
10300,2,2,2,26,0,281,7245,0,402,6715,0,401,6877,0,282,6780,0,322,6718,0,409,6675,0,0,2097,41010
15500,2,1,1,39,0,188,1935,0,0,2091,2,108,2047,0,0,2091,0,0,0,-2,0,0,0,0,296,8164
4000,2,2,1,46,0,129,3928,0,120,2970,0,110,2865,0,120,2912,0,120,2964,0,120,3013,0,0,719,18652
1900,2,2,3,42,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,0,-6,96,96
8800,2,2,2,30,0,173,3772,0,217,3839,0,120,3920,2,140,3903,0,145,3943,0,298,3988,0,2,1093,23365
5200,1,2,2,25,0,223,4666,0,160,4554,0,155,4413,0,153,4324,0,165,4241,0,215,4170,0,0,1071,26368
13300,1,1,2,32,0,302,6536,0,200,5507,-1,1682,135,-1,120,1625,0,80,1620,0,44,1537,0,-2,2428,16960
900,2,3,2,31,-1,62,62,-1,73,62,-1,260,73,-1,327,260,-1,150,327,-1,129,150,0,-6,1001,934
14400,1,1,2,35,1,40,0,-1,0,40,-1,0,0,-2,0,0,-2,0,0,-2,0,0,1,-7,40,40
4100,2,1,1,37,1,0,0,-2,0,0,-2,2,0,-1,173,2,-1,0,160,2,416,13,0,-3,591,175
7700,1,3,2,36,0,120,1909,0,200,1970,0,200,2096,0,2400,2221,0,200,4550,0,200,4652,0,0,3320,17398
6300,2,1,2,33,2,0,5300,2,520,5159,2,8,5532,2,420,5391,2,224,5717,2,208,5840,1,12,1380,32939
12000,2,2,1,23,1,4,9486,2,467,9277,0,388,9557,0,42,9203,0,80,554,0,1,328,1,3,982,38405
12000,2,1,2,37,-1,0,81,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,111,0,1,-10,111,81
10300,1,1,2,35,-1,129,271,-1,85,128,-1,476,85,-1,248,471,-1,144,247,-1,136,143,0,-6,1218,1345
13700,1,2,1,36,0,320,2877,0,160,3148,0,120,3233,0,132,3264,0,132,3342,0,160,3414,0,0,1024,19278
12800,1,2,2,36,0,842,11580,0,61,12102,2,365,11334,0,381,11014,0,368,10755,0,409,10279,0,2,2426,67064
16300,2,2,1,48,0,520,14356,0,524,14453,0,540,14416,0,540,14716,0,556,15011,0,600,15325,0,0,3280,88277
16000,1,1,2,36,-1,449,249,-1,0,446,-1,15,0,-1,0,15,-1,0,0,-2,70,0,0,-7,534,710
7900,2,1,1,34,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-12,0,0
8500,2,2,2,35,-2,0,104,-2,0,0,-2,0,0,-2,74,0,-2,513,74,-2,168,513,0,-12,755,691
14500,2,2,1,37,1,0,0,-2,0,0,-2,0,0,-2,7,0,-1,22,7,-1,171,22,0,-7,200,29
1900,2,2,1,45,0,200,1744,0,0,1853,2,100,1759,0,60,1771,0,80,1525,0,40,1231,0,2,480,9883
9200,2,1,1,35,-1,120,174,0,200,241,0,233,398,0,279,395,-1,246,279,0,254,486,0,-2,1332,1973
8000,1,1,1,34,-1,0,31,-1,16,0,-1,147,16,-1,16,147,-1,16,16,-1,16,16,0,-6,211,226
800,2,1,2,23,0,112,479,0,0,583,2,160,1113,0,68,633,0,40,630,0,80,500,1,2,460,3938
1200,2,3,2,21,2,0,1192,2,67,1160,0,46,1162,0,21,1180,0,16,464,0,27,468,1,4,177,5626
14500,1,1,1,58,-1,40,0,-1,0,24,2,0,9,2,0,-7,-2,0,-22,-2,0,-38,1,-2,40,-34
1300,2,3,1,47,0,49,995,0,49,1035,0,49,1076,0,32,1116,0,33,1139,0,43,1162,0,0,255,6523
1600,1,2,2,36,0,64,1468,0,40,1496,0,0,748,0,680,-25,-1,80,1310,0,31,500,0,-1,895,5497
900,1,2,2,44,0,52,786,0,104,1207,0,52,651,0,28,691,0,40,708,0,28,737,0,0,304,4780
8300,1,3,2,29,0,84,2334,0,120,2346,0,120,2394,0,100,2441,0,240,2444,0,320,2604,0,0,984,14563
400,1,2,2,23,0,80,268,0,40,337,0,8,368,0,102,376,-1,0,167,-1,0,0,0,-2,230,1516
4900,2,2,2,25,-1,0,107,2,40,69,0,40,107,0,40,131,0,0,138,2,80,130,1,3,200,682
10400,1,1,1,54,0,80,2929,0,82,2667,0,85,2563,0,66,2557,0,63,2404,0,80,2133,0,0,456,15253
3200,1,2,3,39,2,80,3045,0,60,2187,0,48,1147,0,52,1130,0,48,1142,0,48,1117,0,2,336,9768
3100,1,1,2,24,0,1200,1698,0,120,2230,0,240,1739,0,320,1643,0,80,1678,0,560,1273,0,0,2520,10261
1300,1,2,1,49,1,0,606,2,50,585,0,56,613,0,0,659,2,60,643,2,0,692,0,7,166,3798
700,1,1,2,24,0,48,106,0,60,125,-1,0,60,-1,0,0,-2,0,0,-2,65,0,1,-6,173,291
500,1,2,2,29,-1,44,200,0,48,241,0,48,284,0,40,325,0,0,365,0,0,0,0,-1,180,1415
8000,2,2,2,29,-1,16,45,-1,16,16,-1,16,16,-1,22,16,-1,31,22,-1,560,31,0,-6,661,146
9700,2,1,2,24,1,8,0,-1,26,8,-1,0,26,-1,5,0,-1,0,5,-1,0,0,0,-4,39,39
7900,2,1,1,39,-2,0,-2,-2,0,-2,-2,0,-2,-2,0,-2,-2,0,-2,-2,115,-2,0,-12,115,-12
1100,1,2,2,26,2,0,856,3,60,831,2,60,865,2,60,899,0,60,932,0,60,937,1,9,300,5320
3300,1,1,2,37,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-9,0,0
900,1,2,2,22,0,59,382,0,48,435,0,60,463,0,28,516,0,24,523,0,108,533,0,0,327,2852
14300,1,3,1,36,-2,50,9,-2,0,50,-2,74,0,-2,0,74,-2,0,0,-2,0,0,1,-12,124,133
1900,1,2,1,48,0,80,609,0,130,678,0,0,797,2,27,773,0,61,1485,0,23,767,0,2,321,5109
3100,2,2,1,41,0,55,868,0,66,897,0,44,948,0,45,964,0,40,993,0,44,1011,0,0,294,5681
17200,1,1,2,27,-2,13,13,-2,13,13,-2,0,13,-2,13,0,-2,26,13,-2,6,26,0,-12,71,78
6000,1,2,2,26,0,400,5335,0,400,1611,0,116,1990,0,400,2060,0,0,0,-2,0,0,0,-2,1316,10996
8900,2,1,2,25,0,200,1178,0,320,1359,0,160,1657,0,300,1790,0,240,2059,0,180,2266,0,0,1400,10309
2000,2,1,2,27,0,60,366,0,80,393,0,60,286,0,40,335,0,20,352,0,20,353,0,0,280,2085
13100,1,1,1,53,1,23,-13,-2,33,-83,-1,279,-131,-1,306,142,-1,88,306,0,0,383,0,-4,729,604
1600,1,1,2,25,0,64,1476,0,268,1375,0,0,1540,2,80,1503,0,68,1553,0,56,1588,0,2,536,9035
11200,1,2,1,40,-1,124,141,-1,128,124,-1,168,128,-1,411,167,-1,396,411,-1,68,396,0,-6,1295,1367
6900,1,2,2,30,0,120,2255,0,120,2325,0,80,2367,0,120,2236,0,120,2147,0,120,2058,0,0,680,13388
700,1,1,2,21,-2,0,0,-2,29,0,-2,42,29,-2,12,40,-2,0,12,-2,0,0,0,-12,83,81
1100,1,2,2,46,2,52,711,0,60,751,0,56,799,0,120,835,0,40,939,0,0,979,1,2,328,5014
1100,2,2,2,23,0,58,1087,0,143,1103,0,0,1216,2,47,1172,0,48,1176,0,172,1148,1,2,468,6902
